1132609175 R37-M0-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52699, Connection reset by peer
1132609336 R64-M0-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53197, Connection reset by peer
1132609336 R64-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53210, Connection reset by peer
1132609336 R25-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52985, Connection reset by peer
1132609336 R25-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52984, Connection reset by peer
1132609336 R25-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52987, Connection reset by peer
1132609337 R25-M1-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52986, Connection reset by peer
1132609337 R30-M1-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53030, Connection reset by peer
1132609338 R65-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53388, Connection reset by peer
1132609338 R67-M1-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53454, Connection reset by peer
1132609338 R30-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53023, Connection reset by peer
1132609338 R30-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53022, Connection reset by peer
1132609338 R67-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53461, Connection reset by peer
1132609339 R30-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53036, Connection reset by peer
1132609339 R30-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53037, Connection reset by peer
1132609339 R37-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52696, Connection reset by peer
1132609339 R23-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52951, Connection reset by peer
1132609340 R65-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53385, Connection reset by peer
1132609341 R23-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52957, Connection reset by peer
1132609341 R60-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52732, Connection reset by peer
1132609341 R23-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52942, Connection reset by peer
1132609341 R23-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52943, Connection reset by peer
1132609342 R57-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53376, Connection reset by peer
1132609342 R32-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53065, Connection reset by peer
1132609342 R65-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53244, Connection reset by peer
1132609342 R65-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53387, Connection reset by peer
1132609343 R60-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52727, Connection reset by peer
1132609343 R23-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52953, Connection reset by peer
1132609343 R23-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52952, Connection reset by peer
1132609343 R74-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53250, Connection reset by peer
1132609344 R74-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53249, Connection reset by peer
1132609344 R74-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53253, Connection reset by peer
1132609344 R32-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53067, Connection reset by peer
1132609344 R32-M1-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53066, Connection reset by peer
1132609345 R74-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53247, Connection reset by peer
1132609345 R74-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53246, Connection reset by peer
1132609345 R32-M0-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53059, Connection reset by peer
1132609345 R32-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53058, Connection reset by peer
1132609345 R72-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53151, Connection reset by peer
1132609346 R72-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53150, Connection reset by peer
1132609346 R72-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53153, Connection reset by peer
1132609346 R72-M1-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53152, Connection reset by peer
1132609346 R72-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53135, Connection reset by peer
1132609347 R32-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53055, Connection reset by peer
1132609347 R32-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53054, Connection reset by peer
1132609347 R42-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53296, Connection reset by peer
1132609348 R61-M0-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52742, Connection reset by peer
1132609349 R73-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53200, Connection reset by peer
1132609349 R70-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52719, Connection reset by peer
1132609349 R70-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52718, Connection reset by peer
1132609350 R72-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53155, Connection reset by peer
1132609350 R72-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53154, Connection reset by peer
1132609350 R74-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53215, Connection reset by peer
1132609351 R74-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53214, Connection reset by peer
1132609351 R31-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53053, Connection reset by peer
1132609351 R31-M1-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53052, Connection reset by peer
1132609352 R72-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53138, Connection reset by peer
1132609353 R70-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52737, Connection reset by peer
1132609353 R73-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53203, Connection reset by peer
1132609353 R73-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53202, Connection reset by peer
1132609353 R70-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52735, Connection reset by peer
1132609354 R70-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52739, Connection reset by peer
1132609354 R70-M0-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52723, Connection reset by peer
1132609354 R70-M0-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52722, Connection reset by peer
1132609354 R70-M0-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52721, Connection reset by peer
1132609355 R70-M0-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52720, Connection reset by peer
1132609355 R60-M0-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52717, Connection reset by peer
1132609355 R46-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53527, Connection reset by peer
1132609356 R60-M0-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52715, Connection reset by peer
1132609356 R61-M0-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52749, Connection reset by peer
1132609356 R61-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53115, Connection reset by peer
1132609356 R61-M1-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53114, Connection reset by peer
1132609357 R76-M0-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53425, Connection reset by peer
1132609357 R76-M0-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53424, Connection reset by peer
1132609357 R73-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53166, Connection reset by peer
1132609358 R73-M0-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53169, Connection reset by peer
1132609359 R62-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53143, Connection reset by peer
1132609359 R62-M1-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53142, Connection reset by peer
1132609359 R61-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53111, Connection reset by peer
1132609359 R61-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53113, Connection reset by peer
1132609360 R61-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53112, Connection reset by peer
1132609360 R61-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52745, Connection reset by peer
1132609360 R61-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52744, Connection reset by peer
1132609361 R50-M0-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53184, Connection reset by peer
1132609361 R71-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53121, Connection reset by peer
1132609361 R50-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53223, Connection reset by peer
1132609361 R50-M1-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53222, Connection reset by peer
1132609362 R50-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53182, Connection reset by peer
1132609362 R23-M0-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52945, Connection reset by peer
1132609362 R50-M0-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53187, Connection reset by peer
1132609363 R46-M0-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53525, Connection reset by peer
1132609363 R46-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53524, Connection reset by peer
1132609363 R73-M0-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53173, Connection reset by peer
1132609363 R73-M0-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53172, Connection reset by peer
1132609364 R76-M0-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53429, Connection reset by peer
1132609364 R76-M0-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53428, Connection reset by peer
1132609364 R71-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53119, Connection reset by peer
1132609364 R60-M0-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52713, Connection reset by peer
1132609364 R60-M0-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52712, Connection reset by peer
1132609365 R32-M0-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53057, Connection reset by peer
1132609365 R50-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53224, Connection reset by peer
1132609365 R76-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53443, Connection reset by peer
1132609365 R76-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53442, Connection reset by peer
1132609365 R60-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52710, Connection reset by peer
1132609366 R62-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53127, Connection reset by peer
1132609366 R62-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53144, Connection reset by peer
1132609367 R71-M0-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52757, Connection reset by peer
1132609367 R75-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53391, Connection reset by peer
1132609367 R75-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53390, Connection reset by peer
1132609368 R62-M1-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53146, Connection reset by peer
1132609368 R75-M0-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53395, Connection reset by peer
1132609368 R33-M0-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53077, Connection reset by peer
1132609369 R33-M0-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53076, Connection reset by peer
1132609369 R75-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53409, Connection reset by peer
1132609369 R75-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53408, Connection reset by peer
1132609369 R35-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52666, Connection reset by peer
1132609369 R10-M0-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52787, Connection reset by peer
1132609370 R10-M1-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52792, Connection reset by peer
1132609370 R10-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52795, Connection reset by peer
1132609370 R10-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52794, Connection reset by peer
1132609370 R76-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53423, Connection reset by peer
1132609371 R76-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53422, Connection reset by peer
1132609371 R16-M0-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52881, Connection reset by peer
1132609372 R35-M0-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52665, Connection reset by peer
1132609372 R35-M0-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52664, Connection reset by peer
1132609372 R16-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52891, Connection reset by peer
1132609372 R16-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52879, Connection reset by peer
1132609373 R16-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52878, Connection reset by peer
1132609374 R15-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52877, Connection reset by peer
1132609374 R15-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52876, Connection reset by peer
1132609374 R10-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52783, Connection reset by peer
1132609375 R12-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52821, Connection reset by peer
1132609375 R75-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53413, Connection reset by peer
1132609375 R75-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53412, Connection reset by peer
1132609375 R15-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52866, Connection reset by peer
1132609376 R15-M1-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52870, Connection reset by peer
1132609376 R15-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52875, Connection reset by peer
1132609376 R15-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52872, Connection reset by peer
1132609377 R10-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52791, Connection reset by peer
1132609377 R07-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52649, Connection reset by peer
1132609378 R16-M0-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52885, Connection reset by peer
1132609378 R14-M1-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52854, Connection reset by peer
1132609379 R00-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52536, Connection reset by peer
1132609379 R14-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52861, Connection reset by peer
1132609380 R00-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52540, Connection reset by peer
1132609380 R00-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52535, Connection reset by peer
1132609380 R00-M1-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52534, Connection reset by peer
1132609380 R12-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52816, Connection reset by peer
1132609381 R12-M0-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52815, Connection reset by peer
1132609381 R12-M0-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52814, Connection reset by peer
1132609381 R12-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52825, Connection reset by peer
1132609382 R12-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52824, Connection reset by peer
1132609382 R12-M0-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52819, Connection reset by peer
1132609382 R12-M0-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52818, Connection reset by peer
1132609383 R16-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52893, Connection reset by peer
1132609383 R16-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52892, Connection reset by peer
1132609383 R14-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52859, Connection reset by peer
1132609383 R14-M1-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52858, Connection reset by peer
1132609383 R00-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52530, Connection reset by peer
1132609384 R05-M1-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52620, Connection reset by peer
1132609384 R03-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52575, Connection reset by peer
1132609384 R03-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52574, Connection reset by peer
1132609384 R54-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53324, Connection reset by peer
1132609385 R03-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52584, Connection reset by peer
1132609385 R14-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52857, Connection reset by peer
1132609385 R16-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52889, Connection reset by peer
1132609385 R16-M1-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52888, Connection reset by peer
1132609386 R15-M0-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52865, Connection reset by peer
1132609386 R46-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53519, Connection reset by peer
1132609386 R46-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53518, Connection reset by peer
1132609387 R15-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52863, Connection reset by peer
1132609387 R15-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52862, Connection reset by peer
1132609388 R03-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52583, Connection reset by peer
1132609388 R03-M1-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52582, Connection reset by peer
1132609388 R15-M0-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52868, Connection reset by peer
1132609389 R12-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52826, Connection reset by peer
1132609389 R35-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52663, Connection reset by peer
1132609389 R14-M0-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52849, Connection reset by peer
1132609390 R14-M0-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52848, Connection reset by peer
1132609390 R71-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52751, Connection reset by peer
1132609390 R17-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52905, Connection reset by peer
1132609391 R71-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53123, Connection reset by peer
1132609391 R71-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53122, Connection reset by peer
1132609391 R04-M0-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52596, Connection reset by peer
1132609391 R04-M0-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52593, Connection reset by peer
1132609392 R04-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52592, Connection reset by peer
1132609392 R04-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52594, Connection reset by peer
1132609392 R16-M0-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52882, Connection reset by peer
1132609393 R02-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52562, Connection reset by peer
1132609393 R03-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52587, Connection reset by peer
1132609393 R03-M1-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52586, Connection reset by peer
1132609393 R01-M0-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52546, Connection reset by peer
1132609394 R02-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52566, Connection reset by peer
1132609394 R00-M0-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52532, Connection reset by peer
1132609394 R00-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52539, Connection reset by peer
1132609394 R00-M1-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52538, Connection reset by peer
1132609394 R11-M0-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52803, Connection reset by peer
1132609395 R11-M0-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52802, Connection reset by peer
1132609395 R11-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52800, Connection reset by peer
1132609396 R11-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52809, Connection reset by peer
1132609396 R03-M0-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52576, Connection reset by peer
1132609397 R07-M0-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52640, Connection reset by peer
1132609397 R03-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52589, Connection reset by peer
1132609397 R03-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52588, Connection reset by peer
1132609397 R11-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52813, Connection reset by peer
1132609397 R11-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52812, Connection reset by peer
1132609398 R02-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52573, Connection reset by peer
1132609398 R02-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52572, Connection reset by peer
1132609399 R17-M0-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52898, Connection reset by peer
1132609399 R04-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52600, Connection reset by peer
1132609400 R04-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52601, Connection reset by peer
1132609400 R17-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52900, Connection reset by peer
1132609400 R07-M0-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52645, Connection reset by peer
1132609400 R17-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52895, Connection reset by peer
1132609401 R17-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52907, Connection reset by peer
1132609401 R13-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52843, Connection reset by peer
1132609401 R07-M1-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52652, Connection reset by peer
1132609401 R07-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52647, Connection reset by peer
1132609402 R06-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52633, Connection reset by peer
1132609402 R06-M1-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52632, Connection reset by peer
1132609402 R07-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52638, Connection reset by peer
1132609403 R01-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52553, Connection reset by peer
1132609403 R13-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52831, Connection reset by peer
1132609404 R13-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52830, Connection reset by peer
1132609404 R05-M0-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52610, Connection reset by peer
1132609405 R01-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52549, Connection reset by peer
1132609405 R11-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52807, Connection reset by peer
1132609406 R05-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52606, Connection reset by peer
1132609406 R05-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52617, Connection reset by peer
1132609406 R05-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52616, Connection reset by peer
